GEOID,town_name,population,valid_population,area_sq_km,pct_river_corridor,pct_below_poverty,percent_elderly,pct_no_vehicle,pct_renter_occupied,median_income,IFLD_EALT_weighted,EAL_per_capita,risk_eal,risk_eal_per_capita,risk_nri,need_eal,need_eal_per_capita,need_nri,gap_eal,gap_eal_per_capita,gap_nri,funding_total,funding_per_capita,claims_paid_per_capita,vulnerability,risk_eal_rel,risk_eal_per_capita_rel,risk_nri_rel,need_eal_rel,need_eal_per_capita_rel,need_nri_rel,gap_eal_rel,gap_eal_per_capita_rel,gap_nri_rel,funding_rel,claims_rel,vulnerability_rel,funding_rank,claims_rank,vulnerability_rank,risk_rank_eal,risk_rank_eal_per_capita,risk_rank_nri,need_rank_eal,need_rank_eal_per_capita,need_rank_nri,gap_rank_eal,gap_rank_eal_per_capita,gap_rank_nri,quadrant_eal,quadrant_eal_per_capita,quadrant_nri
5002311350.0,Calais town,1713,True,99.855026,3.082316108660112,8.756567425569177,21.599532983070635,0.8902077151335311,7.566765578635016,100625.0,233944.21215609857,182.4967717033604,0.224,0.11,0.178,0.306,0.24899999999999997,0.089,0.043999999999999984,-0.01300000000000004,-0.17300000000000001,0.0,0.0,18.539206792523853,0.38799999999999996,-0.5537848605577689,-0.7808764940239044,-0.6454183266932272,-0.3904382470119522,-0.5039840637450199,-0.6454183266932272,0.20214890410791067,-0.05362092480971463,-0.5710928009295939,-1.0,0.2362445521486718,-0.22709163346613537,0.0,0.30344827586206896,0.26,0.224,0.11,0.178,0.15,0.088,0.178,0.502,0.48,0.564,zero_funding,zero_funding,zero_funding
5001511500.0,Cambridge town,3767,True,164.362072,5.732905696693148,6.663127156888771,14.414653570480487,6.7807351077313065,29.721166032953107,72344.0,1992599.24422,519.8537031620141,0.948,0.936,0.948,0.6873333333333334,0.6813333333333333,0.474,-0.2406666666666667,-0.2466666666666667,-0.45400000000000007,2449633.726231945,650.28768946959,488.01264462425456,0.4266666666666667,0.8884462151394421,0.8645418326693228,0.8884462151394421,0.36918990703851273,0.357237715803453,0.8884462151394421,-1.1056932482266029,-1.0174226758766336,-1.498705963133154,1.7808432292366412,1.5754430731458036,-0.15006640106241675,0.85,0.8482758620689655,0.31,0.948,0.936,0.948,0.818,0.824,0.948,0.214,0.232,0.272,aligned,aligned,aligned
5000911800.0,Canaan town,810,True,86.528096,3.0665979065529645,10.37037037037037,28.51851851851852,2.604166666666667,8.59375,55606.0,85053.67103043299,551.9428093876337,0.04,0.956,0.446,0.3406666666666667,0.7986666666666666,0.223,0.07866666666666666,0.5366666666666666,-0.03900000000000001,0.0,0.0,579.1103586432296,0.6413333333333333,-0.9203187250996016,0.9043824701195218,-0.11155378486055778,-0.3213811420982735,0.5909694555112881,-0.11155378486055778,0.36141773764747676,2.2135817677856484,-0.12874346379337667,-1.0,1.646492068401603,0.27755644090305465,0.0,0.8758620689655172,0.768,0.04,0.956,0.446,0.232,0.956,0.446,0.576,0.98,0.746,zero_funding,zero_funding,zero_funding
5002111950.0,Castleton town,4453,True,109.798608,3.2591532406705843,12.469033856317091,20.70514260049405,5.2916416115454,21.04630186410102,73854.0,820379.300773,184.1066653440305,0.784,0.116,0.568,0.698,0.364,0.284,0.006000000000000005,-0.32799999999999996,-0.408,338658.7178948049,76.05181178863799,10.086699842475907,0.612,0.5617529880478087,-0.7689243027888446,0.13147410358565725,0.39043824701195207,-0.2749003984063745,0.13147410358565725,0.027565759651078763,-1.352897179814334,-1.346854698146094,0.8647017977169316,0.0005610083092915108,0.21912350597609587,0.35833333333333334,0.18620689655172415,0.712,0.784,0.116,0.568,0.836,0.284,0.568,0.432,0.144,0.316,underfunded,low_priority,underfunded
5002712250.0,Cavendish town,1242,True,102.618201,3.5327859320045154,6.290849673202614,23.59098228663446,2.178649237472767,18.7363834422658,89063.0,657187.2718579081,454.12525524922887,0.708,0.85,0.198,0.5673333333333334,0.6383333333333333,0.099,0.30533333333333335,0.3763333333333333,-0.163,0.0,0.0,1714.0284223288943,0.4266666666666667,0.41035856573705165,0.6932270916334662,-0.6055776892430278,0.1301460823373175,0.27158034528552455,-0.6055776892430278,1.4027908800215625,1.5522570284658366,-0.5380816563671896,-1.0,2.097318800533464,-0.15006640106241675,0.0,0.9724137931034482,0.31,0.708,0.85,0.198,0.632,0.748,0.198,0.896,0.884,0.574,zero_funding,zero_funding,zero_funding
5001913150.0,Charleston town,936,True,99.805906,3.883551989555861,12.286324786324784,37.71367521367522,3.2327586206896552,12.93103448275862,49286.0,370200.3093711656,467.2925046526868,0.42,0.884,0.556,0.5940000000000001,0.8260000000000001,0.278,-0.2619999999999999,-0.029999999999999916,-0.578,306030.70425662445,326.9558806160518,0.0,0.7680000000000001,-0.1633466135458168,0.7609561752988048,0.10756972111553798,0.1832669322709164,0.6454183266932272,0.10756972111553798,-1.2037048380971045,-0.12374059571472534,-1.9080441557069667,1.4863727845852495,-1.0,0.52988047808765,0.7,0.0,0.936,0.42,0.884,0.556,0.684,0.976,0.556,0.184,0.46,0.164,aligned,aligned,aligned
5000713300.0,Charlotte town,3916,True,130.437998,2.4610479858434373,3.702757916241063,22.318692543411643,6.585500830105147,4.537908135030437,144375.0,763859.940069,195.26072087653367,0.764,0.172,0.108,0.6206666666666667,0.32466666666666666,0.054,0.3586666666666667,0.06266666666666665,-0.20800000000000002,0.0,0.0,48.9487024657728,0.47733333333333333,0.5219123505976095,-0.6573705179282869,-0.7848605577689243,0.23638778220451528,-0.35325365205843295,-0.7848605577689243,1.647819854697818,0.2584803554929825,-0.6866318068980088,-1.0,0.6266016200075881,-0.04913678618857886,0.0,0.4482758620689655,0.402,0.764,0.172,0.108,0.73,0.172,0.108,0.938,0.548,0.5,zero_funding,zero_funding,zero_funding
5001713525.0,Chelsea town,1223,True,103.855789,3.082226321388867,14.333333333333334,29.435813573180702,4.174573055028463,18.785578747628083,65913.0,406792.1893708271,386.89330243193353,0.48,0.776,0.91,0.6259999999999999,0.774,0.455,-0.27400000000000013,-0.126,-0.445,609869.2567721722,498.6666040655537,301.2593722353941,0.7719999999999999,-0.043824701195219196,0.545816733067729,0.8127490039840639,0.24701195219123484,0.5418326693227091,0.8127490039840639,-1.258836357399263,-0.5197105020018479,-1.4689959330269902,1.6670976140221105,1.3753501634159027,0.5378486055776894,0.7916666666666666,0.8,0.94,0.48,0.776,0.91,0.74,0.936,0.91,0.176,0.348,0.288,aligned,aligned,aligned
5002713675.0,Chester town,2992,True,144.960621,4.869170006818224,6.951871657754011,29.77941176470588,4.294478527607362,13.34355828220859,62125.0,1453716.92206,483.7660306356073,0.908,0.908,0.804,0.772,0.772,0.402,-0.16400000000000003,-0.16400000000000003,-0.534,1993018.210827244,666.115712174881,166.12393470493348,0.636,0.8087649402390438,0.8087649402390438,0.6015936254980081,0.5378486055776892,0.5378486055776892,0.6015936254980081,-0.7534640971294857,-0.6764485899071673,-1.762795119632388,1.7911494867909443,1.1289059345925576,0.26693227091633487,0.8666666666666667,0.6827586206896552,0.75,0.908,0.908,0.804,0.904,0.924,0.804,0.28,0.316,0.188,aligned,aligned,aligned
5002114350.0,Chittenden town,1318,True,191.557635,1.4195021503539214,6.600910470409711,21.775417298937786,3.732809430255403,6.4833005893909625,106250.0,480424.7950569228,352.5880773136128,0.576,0.62,0.142,0.5193333333333333,0.5413333333333333,0.071,-0.22866666666666668,-0.20666666666666667,-0.677,180538.44671545303,136.9790946247747,0.0,0.4626666666666666,0.14741035856573692,0.2350597609561753,-0.7171314741035857,0.03452855245683928,0.07835325365205836,-0.7171314741035857,-1.0505617289244453,-0.8524352149236659,-2.2348544868747693,1.1147710132613131,-1.0,-0.07835325365205836,0.475,0.0,0.38,0.576,0.62,0.142,0.548,0.58,0.142,0.232,0.276,0.092,underfunded,underfunded,low_priority
5002114500.0,Clarendon town,2460,True,81.589038,8.394424455875013,6.016260162601626,27.39837398373984,7.295719844357977,15.66147859922179,59609.0,557834.277006,231.27457587313435,0.644,0.276,0.256,0.6426666666666667,0.45866666666666667,0.128,0.07466666666666677,-0.10933333333333328,-0.43999999999999995,36688.30982582727,14.91394708366962,0.0,0.6413333333333333,0.2828685258964143,-0.45019920318725093,-0.4900398406374502,0.2802124833997346,-0.08632138114209831,-0.4900398406374502,0.34304056454675813,-0.45096572660477785,-1.4524903607457877,0.18771347876672095,-1.0,0.27755644090305465,0.1,0.0,0.768,0.644,0.276,0.256,0.76,0.42,0.256,0.56,0.36,0.292,underfunded,low_priority,low_priority
5000714875.0,Colchester town,17648,True,156.134493,5.204381071180843,6.9671627106137,17.94537624660018,6.316976875352511,25.87422447828539,97891.0,2186657.1666820417,124.55802003155743,0.956,0.012,0.076,0.7086666666666667,0.23666666666666666,0.038,0.08866666666666667,-0.3833333333333333,-0.582,488858.821279071,27.700522511280088,12.504711595904356,0.4613333333333333,0.9043824701195218,-0.9760956175298805,-0.848605577689243,0.41168658698539184,-0.5285524568393094,-0.848605577689243,0.4073606703992747,-1.5811298341326059,-1.9212486135319284,0.4408280899438153,0.08261585628693524,-0.0810092961487382,0.20833333333333334,0.23448275862068965,0.376,0.956,0.012,0.076,0.852,0.068,0.076,0.584,0.1,0.16,underfunded,low_priority,low_priority
5000915250.0,Concord town,1145,True,138.484539,3.435459471939532,13.187772925764191,27.074235807860266,0.7722007722007722,6.370656370656371,73304.0,193166.1562655902,297.48425362475444,0.176,0.528,0.748,0.3736666666666666,0.5496666666666666,0.374,0.11166666666666658,0.2876666666666666,0.11199999999999999,0.0,0.0,0.0,0.5713333333333332,-0.6494023904382471,0.05179282868525892,0.4900398406374502,-0.255644090305445,0.09495351925630802,0.4900398406374502,0.5130294157284094,1.1865348233534252,0.3697248190989278,-1.0,-1.0,0.13811420982735734,0.0,0.0,0.608,0.176,0.528,0.748,0.288,0.598,0.748,0.644,0.82,0.882,zero_funding,zero_funding,zero_funding
5001715700.0,Corinth town,1539,True,125.230211,3.2305027606564582,12.385919165580182,27.29044834307992,0.7836990595611284,11.285266457680253,89167.0,428625.2930358339,325.2467789886963,0.508,0.598,0.378,0.54,0.585,0.189,0.278,0.32299999999999995,-0.07300000000000001,0.0,0.0,3.4893345031427687,0.572,0.01195219123505975,0.19123505976095623,-0.24701195219123506,0.07569721115537864,0.16533864541832655,-0.24701195219123506,1.2772135304999817,1.332273747195213,-0.2409813553055512,-1.0,-0.3754341351771243,0.1394422310756973,0.0,0.0896551724137931,0.612,0.508,0.598,0.378,0.592,0.652,0.378,0.868,0.844,0.698,zero_funding,zero_funding,zero_funding
5000116000.0,Cornwall town,1208,True,74.430607,3.937010571839501,0.8340283569641368,25.66225165562913,1.016260162601626,5.691056910569105,114583.0,154186.10152177274,185.6518866374883,0.12,0.134,0.852,0.20933333333333334,0.21633333333333335,0.426,-0.05266666666666667,-0.04566666666666666,0.16399999999999998,0.0,0.0,0.0,0.2986666666666667,-0.7609561752988048,-0.7330677290836654,0.6972111553784861,-0.5830013280212483,-0.5690571049136786,0.6972111553784861,-0.24196611249280225,-0.1883606845879713,0.54138277082343,-1.0,-1.0,-0.40504648074369176,0.0,0.0,0.176,0.12,0.134,0.852,0.04,0.052,0.852,0.352,0.448,0.912,zero_funding,zero_funding,zero_funding
5001916150.0,Coventry town,917,True,72.030244,7.936158653036056,19.629225736095965,22.464558342420936,4.761904761904762,17.195767195767196,59342.0,250228.27531304932,338.33498239229846,0.272,0.612,0.396,0.4913333333333333,0.6613333333333333,0.198,0.22933333333333328,0.3993333333333333,-0.064,0.0,0.0,227.8778896111004,0.7106666666666666,-0.45816733067729076,0.21912350597609564,-0.2111553784860557,-0.021248339973439667,0.3173970783532536,-0.2111553784860557,1.0536245911078983,1.647124818513793,-0.21127132519938732,-1.0,1.2596883840069002,0.41567065073041176,0.0,0.7586206896551724,0.884,0.272,0.612,0.396,0.504,0.796,0.396,0.812,0.912,0.708,zero_funding,zero_funding,zero_funding
5001916300.0,Craftsbury town,1352,True,102.453262,4.855916021013278,6.610878661087866,25.7396449704142,5.692599620493358,17.4573055028463,83672.0,352082.1652011317,353.33790061455034,0.376,0.636,0.888,0.486,0.616,0.444,0.22399999999999998,0.354,0.182,0.0,0.0,0.0,0.596,-0.250996015936255,0.26693227091633465,0.7689243027888446,-0.031872509960159445,0.22709163346613548,0.7689243027888446,1.0291216936402727,1.460139029433763,0.6008028310357577,-1.0,-1.0,0.18725099601593653,0.0,0.0,0.672,0.376,0.636,0.888,0.494,0.708,0.888,0.802,0.864,0.948,zero_funding,zero_funding,zero_funding
5002116825.0,Danby town,1133,True,107.927569,2.2461430847753103,9.355692850838482,24.271844660194176,3.4907597535934287,10.677618069815194,77321.0,227365.29159480185,314.2093142627345,0.212,0.586,0.16,0.4006666666666666,0.5876666666666666,0.08,-0.28733333333333333,-0.10033333333333339,-0.608,82513.44810284571,72.82740344470054,11.3802988248692,0.5893333333333333,-0.5776892430278884,0.1673306772908365,-0.6812749003984064,-0.20185922974767612,0.17065073041168644,-0.6812749003984064,-1.3200936010683262,-0.4138435478903606,-2.0070775893941795,0.8463538064897878,0.04646033934249094,0.1739707835325366,0.35,0.20689655172413793,0.656,0.212,0.586,0.16,0.336,0.656,0.16,0.168,0.376,0.132,low_priority,underfunded,low_priority
5000517125.0,Danville town,2360,True,158.059572,2.731115095014868,5.2542372881355925,24.70338983050848,8.740601503759398,15.88345864661654,70946.0,415072.993342,178.37257986334336,0.484,0.104,0.08,0.534,0.344,0.04,0.272,0.08199999999999996,-0.222,0.0,0.0,0.0,0.584,-0.03585657370517936,-0.7928286852589641,-0.8406374501992032,0.06374501992031889,-0.31474103585657376,-0.8406374501992032,1.2496477708489029,0.3382242949535834,-0.7328474092853748,-1.0,-1.0,0.1633466135458168,0.0,0.0,0.644,0.484,0.104,0.08,0.576,0.224,0.08,0.86,0.592,0.484,zero_funding,zero_funding,zero_funding
5001917350.0,Derby town,4537,True,148.528212,1.6437714846234397,7.370517928286853,27.176548379986777,5.530575539568345,15.33273381294964,80250.0,1279197.658586,279.36179484297884,0.888,0.448,0.248,0.7633333333333333,0.5433333333333333,0.124,0.10333333333333328,-0.1166666666666667,-0.536,271011.04286165675,59.733533802437016,65.56884213773175,0.6386666666666666,0.7689243027888446,-0.10756972111553786,-0.5059760956175299,0.5205843293492696,0.08233731739707828,-0.5059760956175299,0.4747436384352447,-0.48121342777948894,-1.769397348544869,0.7625570515021938,0.746066113387925,0.27224435590969476,0.2916666666666667,0.496551724137931,0.758,0.888,0.448,0.248,0.9,0.584,0.248,0.616,0.352,0.184,underfunded,underfunded,low_priority
5000317725.0,Dorset town,2092,True,123.027039,2.150206311212328,11.233269598470365,21.89292543021033,2.505966587112172,9.307875894988069,111250.0,541610.4386797684,371.68893749205233,0.628,0.682,0.798,0.5793333333333333,0.6063333333333334,0.399,-0.30866666666666676,-0.2816666666666666,-0.489,911269.28556679,435.5971728330736,65.78296303908328,0.5306666666666666,0.250996015936255,0.35856573705179295,0.5896414342629483,0.15405046480743678,0.20783532536520588,0.5896414342629483,-1.418105190938829,-1.16178670421048,-1.6142449691015688,1.6091839994322945,0.7474017376599262,0.05710491367861903,0.7666666666666667,0.503448275862069,0.528,0.628,0.682,0.798,0.652,0.692,0.798,0.144,0.184,0.232,aligned,aligned,aligned
5002517875.0,Dover town,1466,True,92.863594,2.0948424704338944,7.348901098901099,29.46793997271487,3.443328550932568,18.938307030129124,52313.0,438757.428872,244.0252663359288,0.52,0.336,0.284,0.5666666666666667,0.4746666666666667,0.142,0.30466666666666664,0.21266666666666667,-0.12000000000000002,0.0,0.0,132.11758067697767,0.6133333333333333,0.03585657370517925,-0.3306772908366533,-0.4342629482071714,0.1288180610889773,-0.05444887118193886,-0.4342629482071714,1.399728017838109,0.8771833340666111,-0.39613373474885133,-1.0,1.0342864392456081,0.2217795484727758,0.0,0.6482758620689655,0.716,0.52,0.336,0.284,0.628,0.464,0.284,0.892,0.756,0.636,zero_funding,zero_funding,zero_funding
5002518325.0,Dummerston town,2090,True,80.124784,3.260615123558762,4.497607655502392,24.30622009569378,0.0,7.111111111111111,101696.0,489633.338667,262.5379831994638,0.584,0.4,0.172,0.42933333333333334,0.3373333333333334,0.086,0.16733333333333333,0.07533333333333336,-0.17600000000000002,0.0,0.0,0.0,0.27466666666666667,0.1633466135458166,-0.20318725099601587,-0.6573705179282869,-0.1447543160690571,-0.32802124833997337,-0.6573705179282869,0.7687784080467515,0.3107263847947558,-0.5809961442983153,-1.0,-1.0,-0.45285524568393076,0.0,0.0,0.146,0.584,0.4,0.172,0.376,0.212,0.172,0.712,0.58,0.556,zero_funding,zero_funding,zero_funding
5002318550.0,Duxbury town,1548,True,111.81433,2.853961480637399,2.658884565499352,13.049095607235142,2.564102564102564,17.628205128205128,105208.0,644175.0886961068,392.924967763366,0.696,0.794,0.574,0.44666666666666666,0.4956666666666667,0.287,-0.28933333333333333,-0.2403333333333333,-0.449,187068.0813054003,120.84501376317849,413.0565009695806,0.19733333333333336,0.38645418326693215,0.5816733067729085,0.143426294820717,-0.11022576361221781,-0.012616201859229736,0.143426294820717,-1.3292821876186858,-0.9912996612257468,-1.4822003908519519,1.0613975114814926,1.5062424016800913,-0.6069057104913678,0.45,0.8275862068965517,0.068,0.696,0.794,0.574,0.416,0.5,0.574,0.16,0.24,0.276,low_priority,low_priority,underfunded
5000921250.0,East Haven town,225,True,96.600463,1.806549101296092,16.0,18.666666666666668,6.086956521739131,6.086956521739131,38438.0,134760.6783393347,297.48425362475444,0.092,0.528,0.738,0.361,0.579,0.369,0.09899999999999998,0.31699999999999995,0.10699999999999998,0.0,0.0,0.0,0.63,-0.8167330677290836,0.05179282868525892,0.4701195219123506,-0.28087649402390436,0.1533864541832668,0.4701195219123506,0.4548350342427991,1.307525628052268,0.35321924681772565,-1.0,-1.0,0.2549800796812751,0.0,0.0,0.736,0.092,0.528,0.738,0.26,0.648,0.738,0.6,0.84,0.874,zero_funding,zero_funding,zero_funding
5002321925.0,East Montpelier town,2612,True,82.887226,4.578437528601112,2.14395099540582,22.090352220520675,1.0434782608695654,17.82608695652174,92778.0,343664.703333,132.58669110069445,0.356,0.02,0.012,0.3,0.132,0.006,0.03799999999999998,-0.13,-0.256,0.0,0.0,174.0633521686763,0.244,-0.29083665338645426,-0.9601593625498008,-0.9760956175298805,-0.40239043824701193,-0.7370517928286853,-0.9760956175298805,0.1745831444568319,-0.5362092480971447,-0.8450853007975493,-1.0,1.1482090089328114,-0.5139442231075697,0.0,0.7034482758620689,0.108,0.356,0.02,0.012,0.134,0.004,0.012,0.486,0.344,0.432,zero_funding,zero_funding,zero_funding
5001523500.0,Eden town,1351,True,165.523226,1.760723889947365,6.096654275092937,11.621021465581052,0.3502626970227671,22.59194395796848,83578.0,306767.7421394684,233.32060967706576,0.32,0.284,0.132,0.24,0.22199999999999998,0.066,-0.30800000000000005,-0.32600000000000007,-0.48200000000000004,9229.256504481436,6.83142598407212,0.0,0.16,-0.36254980079681276,-0.4342629482071714,-0.7370517928286853,-0.5219123505976095,-0.5577689243027889,-0.7370517928286853,-1.4150423287553755,-1.3446478067666863,-1.591137167907886,-0.11661978957577324,-1.0,-0.6812749003984063,0.058333333333333334,0.0,0.032,0.32,0.284,0.132,0.06,0.056,0.132,0.148,0.148,0.244,low_priority,low_priority,low_priority
5001523725.0,Elmore town,964,True,102.242602,1.1062503259160892,3.319502074688797,14.626556016597512,1.7500000000000002,7.249999999999999,98750.0,398098.0443211962,310.8498762249609,0.472,0.58,0.342,0.3253333333333333,0.3793333333333333,0.171,0.0633333333333333,0.11733333333333329,-0.091,0.0,0.0,0.0,0.17866666666666667,-0.05976095617529886,0.15537848605577675,-0.31872509960159356,-0.351925630810093,-0.24435590969455523,-0.31872509960159356,0.2909719074280532,0.4839632187953714,-0.30040141551787886,-1.0,-1.0,-0.644090305444887,0.0,0.0,0.044,0.472,0.58,0.342,0.2,0.308,0.342,0.54,0.656,0.672,zero_funding,zero_funding,zero_funding
5001124050.0,Enosburgh town,2804,True,124.545968,5.760930518300083,13.943355119825709,17.902995720399428,7.540702656383891,24.25021422450728,63828.0,662607.4678070749,284.6150938489787,0.712,0.474,0.662,0.6686666666666666,0.5496666666666666,0.331,-0.06333333333333335,-0.18233333333333335,-0.40099999999999997,333052.4216613259,118.77761114883236,4.654918526775378,0.6253333333333333,0.4183266932270915,-0.055776892430278946,0.3187250996015938,0.3320053120849933,0.09495351925630802,0.3187250996015938,-0.29097190742805346,-0.752067842843944,-1.323746896952411,1.0540523755567017,-0.2794345140384007,0.2456839309428953,0.44166666666666665,0.10344827586206896,0.724,0.712,0.474,0.662,0.8,0.598,0.662,0.328,0.292,0.324,underfunded,underfunded,underfunded
5000724400.0,Essex Junction city,10803,True,12.332953,14.218976801605956,9.530438010393468,14.875497546977693,5.965133375341314,40.705734089477005,89257.0,1177694.550451,110.97762442998491,0.864,0.004,0.052,0.6806666666666666,0.25066666666666665,0.026,0.41866666666666663,-0.011333333333333362,-0.23600000000000002,0.0,0.0,0.0,0.49733333333333335,0.7211155378486056,-0.9920318725099602,-0.896414342629482,0.3559096945551128,-0.50066401062417,-0.896414342629482,1.9234774512086052,-0.0467464472700076,-0.7790630116727408,-1.0,-1.0,-0.009296148738379584,0.0,0.0,0.454,0.864,0.004,0.052,0.81,0.096,0.052,0.968,0.484,0.46,zero_funding,zero_funding,zero_funding
5000724175.0,Essex town,11516,True,89.759588,5.637134804157251,4.987770789657582,19.94616186175756,5.883550488599348,24.08387622149837,110199.0,1323935.080703,115.30526743624804,0.892,0.008,0.088,0.6573333333333333,0.21533333333333335,0.044,0.10133333333333328,-0.3406666666666667,-0.512,136021.27517896035,11.81150357580413,0.0,0.4226666666666667,0.7768924302788844,-0.9840637450199203,-0.8247011952191236,0.30942895086321376,-0.5710491367861885,-0.8247011952191236,0.4655550518848851,-1.4051432091161074,-1.6901706015950986,0.09463783603413467,-1.0,-0.1580345285524566,0.075,0.0,0.3,0.892,0.008,0.088,0.772,0.048,0.088,0.608,0.128,0.2,underfunded,low_priority,low_priority
5002125375.0,Fair Haven town,2724,True,47.190242,6.330155062110222,18.906020558002936,18.3553597650514,1.1964107676969091,19.44167497507477,62404.0,415549.087177,152.5510599034508,0.488,0.04,0.208,0.478,0.254,0.104,0.21599999999999997,-0.008000000000000007,-0.15800000000000003,0.0,0.0,16.76489021775833,0.46799999999999997,-0.027888446215139417,-0.9203187250996016,-0.5856573705179283,-0.04780876494023911,-0.4940239043824701,-0.5856573705179283,0.9923673474388345,-0.03299749219059355,-0.5215760840859875,-1.0,0.19665084508391284,-0.06772908366533847,0.0,0.27586206896551724,0.388,0.488,0.04,0.208,0.472,0.1,0.208,0.776,0.488,0.584,zero_funding,zero_funding,zero_funding
5001124925.0,Fairfax town,5226,True,104.422321,7.937472476960712,5.08993494068121,12.456946039035593,3.414634146341464,14.254742547425476,128963.0,788263.8775244728,242.6168888726415,0.768,0.328,0.546,0.5253333333333333,0.30533333333333335,0.273,-0.1146666666666667,-0.33466666666666667,-0.367,199069.19162017817,38.09207646769578,18.11679214907267,0.2826666666666667,0.5298804780876494,-0.3466135458167331,0.08764940239043839,0.04648074369189903,-0.39176626826029215,0.08764940239043839,-0.5268122955539494,-1.3803950899731623,-1.2115090054402367,0.573456493320307,0.2271545681756877,-0.4369189907038511,0.25,0.2896551724137931,0.16,0.768,0.328,0.546,0.56,0.136,0.546,0.292,0.136,0.34,underfunded,low_priority,underfunded
5001125225.0,Fairfield town,1938,True,177.128192,3.988427167261276,5.056759545923633,14.34468524251806,1.364256480218281,11.45975443383356,87019.0,327974.87675866,160.14780886982786,0.34,0.066,0.102,0.26933333333333337,0.13233333333333336,0.051,-0.4306666666666666,-0.5676666666666665,-0.6489999999999999,158720.1702311199,81.89895264763669,0.0,0.19866666666666669,-0.3227091633466135,-0.8685258964143426,-0.796812749003984,-0.46347941567065065,-0.7363877822045153,-0.796812749003984,-1.9786089705107623,-2.3414470500241977,-2.142423282100037,0.8960962259184293,-1.0,-0.6042496679946878,0.375,0.0,0.074,0.34,0.066,0.102,0.092,0.008,0.102,0.096,0.028,0.112,low_priority,low_priority,low_priority
5001725675.0,Fairlee town,1066,True,54.524131,0.8798947067249919,14.678030303030305,33.39587242026266,4.930966469428008,19.13214990138067,74760.0,298753.36155850283,387.15292750279673,0.316,0.786,0.118,0.574,0.8089999999999999,0.059,0.31199999999999994,0.5469999999999999,-0.203,0.0,0.0,0.0,0.832,-0.3705179282868526,0.5657370517928288,-0.7649402390438247,0.143426294820717,0.6115537848605577,-0.7649402390438247,1.4334195018560942,2.2562035285318314,-0.6701262346168068,-1.0,-1.0,0.6573705179282872,0.0,0.0,0.97,0.316,0.786,0.118,0.64,0.968,0.118,0.904,0.988,0.504,zero_funding,zero_funding,zero_funding
5002325825.0,Fayston town,1342,True,94.573413,1.6237848220020217,4.172876304023846,19.597615499254843,0.7312614259597806,12.979890310786104,110250.0,491615.985703,360.4222769083578,0.588,0.66,0.004,0.3933333333333333,0.42933333333333334,0.002,0.1313333333333333,0.16733333333333333,-0.26,0.0,0.0,0.0,0.19866666666666669,0.17131474103585642,0.31474103585657387,-0.9920318725099602,-0.2164674634794157,-0.1447543160690571,-0.9920318725099602,0.603383850140279,0.6901975449865811,-0.8582897586225111,-1.0,-1.0,-0.6042496679946878,0.0,0.0,0.074,0.588,0.66,0.004,0.32,0.376,0.004,0.66,0.696,0.424,zero_funding,zero_funding,zero_funding
5000925975.0,Ferdinand town,68,True,137.495378,3.5024861107742824,25.12790868360922,23.52941176470588,0.0,0.0,13849.0,135229.03645941184,551.9428093876338,0.096,0.972,0.446,0.312,0.75,0.223,0.04999999999999999,0.488,-0.03900000000000001,0.0,0.0,0.0,0.528,-0.8087649402390438,0.9362549800796811,-0.11155378486055778,-0.3784860557768924,0.4940239043824701,-0.11155378486055778,0.22971466375898944,2.0128470236262044,-0.12874346379337667,-1.0,-1.0,0.05179282868525914,0.0,0.0,0.524,0.096,0.972,0.446,0.172,0.904,0.446,0.524,0.96,0.746,zero_funding,zero_funding,zero_funding
5000126300.0,Ferrisburgh town,2661,True,158.521671,6.244593384090937,2.2172115745960164,23.299511461856444,2.9493087557603688,14.654377880184333,106989.0,655683.709121,247.8018552989418,0.704,0.34,0.096,0.5333333333333333,0.3513333333333334,0.048,0.2713333333333333,0.08933333333333338,-0.21400000000000002,0.0,0.0,61.85290549173538,0.3626666666666667,0.4023904382470118,-0.3227091633466135,-0.8087649402390438,0.062416998671978696,-0.30013280212483384,-0.8087649402390438,1.2465849086654495,0.36847199612829445,-0.7064384936354514,-1.0,0.7221767713155092,-0.2775564409030542,0.0,0.4827586206896552,0.248,0.704,0.34,0.096,0.572,0.244,0.096,0.856,0.608,0.49,zero_funding,zero_funding,zero_funding
5001126500.0,Fletcher town,1196,True,99.987652,1.761716554379996,3.8461538461538463,21.65551839464883,0.6198347107438017,3.925619834710744,105833.0,754779.5357055274,242.6168888726416,0.756,0.332,0.546,0.492,0.28,0.273,0.22999999999999998,0.018000000000000016,0.01100000000000001,0.0,0.0,0.0,0.228,0.5059760956175299,-0.33864541832669315,0.08764940239043839,-0.019920318725099584,-0.4422310756972111,0.08764940239043839,1.0566874532913515,0.07424435742883548,0.03631225901864473,-1.0,-1.0,-0.545816733067729,0.0,0.0,0.104,0.756,0.332,0.546,0.512,0.116,0.546,0.816,0.508,0.816,zero_funding,zero_funding,zero_funding
